"","x"
"6991",323.140578714399
"6992",631.231771513919
"6993",542.137710725618
"6994",984.622331029892
"6995",538.337433763656
"6996",209.754639355262
"6997",687.146624940287
"6998",379.715950429969
"6999",344.311772466791
"7000",594.856794700714
"7001",337.028877412156
"7002",611.571805561337
"7003",212.859112725245
"7004",1066.17315668231
"7005",266.509379278759
"7006",301.259934723148
"7007",195.420879280514
"7008",387.542805115212
"7009",601.040309241662
"7010",318.357839264057
"7011",432.934536364379
"7012",371.40779483631
"7013",356.815458666209
"7014",511.184484215218
"7015",572.050144279455
"7016",220.273063827801
"7017",259.036675681473
"7018",277.385920831704
"7019",588.295683885651
"7020",188.799190075604
"7021",345.757868358268
"7022",613.993417422565
"7023",400.098206362187
"7024",561.308928726284
"7025",189.21854560958
"7026",1130.56992065403
"7027",323.954110913295
"7028",541.54173548616
"7029",434.837700575835
"7030",574.875046880702
"7031",828.48644611154
"7032",220.097770061242
"7033",355.672962819721
"7034",422.078001313884
"7035",393.963706188105
"7036",307.235976706946
"7037",455.945159661857
"7038",528.951415463539
"7039",442.578059428017
"7040",218.179502548989
"7041",588.912791418766
"7042",265.048155101574
"7043",344.333107204586
"7044",245.303393526169
"7045",314.817391005183
"7046",353.975565512767
"7047",331.217503089706
"7048",525.691252596716
"7049",696.405356089934
"7050",420.221352460904
"7051",1078.49208942997
"7052",564.619395104571
"7053",636.755543067531
"7054",637.648211946595
"7055",297.988357845957
"7056",608.900719267403
"7057",289.224395936837
"7058",804.025527288934
"7059",573.558191463609
"7060",573.664843968614
"7061",344.301588565754
"7062",534.019258643721
"7063",563.464726211156
"7064",555.138472429993
"7065",459.078357368955
"7066",293.896505670895
"7067",387.47359348603
"7068",306.338881950279
"7069",221.340080600966
"7070",393.459030348261
"7071",380.224371039115
"7072",433.378000978322
"7073",608.253623661329
"7074",307.688188885636
"7075",578.709291912929
"7076",612.083778596982
"7077",303.357124379254
"7078",349.409425600681
"7079",252.421123405231
"7080",595.412743346644
"7081",481.834182595535
"7082",356.379389863391
"7083",243.43069119436
"7084",541.392053441398
"7085",249.116487214805
"7086",675.008235921632
"7087",517.681289342163
"7088",271.972824031945
"7089",338.533883389365
"7090",566.466968539048
"7091",422.783112470816
"7092",579.724155481839
"7093",401.465923017815
"7094",445.910647268353
"7095",492.283236502463
"7096",306.445634542437
"7097",456.380348680449
"7098",944.69570470975
"7099",425.750355869173
"7100",376.086016909713
"7101",542.988108601286
"7102",468.520626032351
"7103",535.022680906972
"7104",267.770933250721
"7105",403.352521709576
"7106",345.406363805302
"7107",570.915603691545
"7108",802.187713818969
"7109",590.608774818987
"7110",482.250626141248
"7111",639.806462759363
"7112",237.564994569339
"7113",252.350454249076
"7114",231.568945216096
"7115",267.501845413167
"7116",227.352776309799
"7117",286.324038631523
"7118",475.638725842256
"7119",568.030768388246
"7120",295.676810972743
"7121",618.655105913846
"7122",354.30291198092
"7123",286.334595684457
"7124",519.057912180731
"7125",430.466416053421
"7126",646.231962909502
"7127",495.919748464252
"7128",258.200154482639
"7129",304.281160021212
"7130",314.312413518484
"7131",754.8446437611
"7132",619.703956628235
"7133",659.141363449833
"7134",453.742513468942
"7135",463.187172601567
"7136",333.527298822763
"7137",246.842119422626
"7138",373.372866925492
"7139",305.641333529975
"7140",302.089026063081
"7141",652.087759505435
"7142",326.604240556026
"7143",566.209031993695
"7144",615.357214597799
"7145",335.078424375612
"7146",196.709276703189
"7147",171.572907365336
"7148",481.43343888014
"7149",951.223565296413
"7150",223.842275584271
"7151",407.072524701687
"7152",287.800997084348
"7153",347.625570885567
"7154",217.320797553346
"7155",506.90224712158
"7156",395.838033067955
"7157",576.465846841989
"7158",390.291948507498
"7159",487.088143154532
"7160",470.47194150943
"7161",430.158276208681
"7162",259.225831300076
"7163",375.169623561781
"7164",676.87722268257
"7165",217.75686512164
"7166",514.219103372924
"7167",537.122783650211
"7168",532.691469277982
"7169",679.299196367992
"7170",250.289400455441
"7171",346.924905963351
"7172",396.823927992578
"7173",241.058206971534
"7174",645.089901476614
"7175",309.717781514219
"7176",710.551490897867
"7177",217.260501790104
"7178",396.692806863068
"7179",293.370045714175
"7180",273.098396773861
"7181",598.365703983242
"7182",602.517571189847
"7183",572.87141268589
"7184",640.762304771176
"7185",680.333839432422
"7186",233.771916750129
"7187",463.000773037262
"7188",361.986376656113
"7189",319.726176462906
"7190",548.348957344388
"7191",448.440550519658
"7192",364.912775593348
"7193",534.830633899957
"7194",510.841869862341
"7195",376.208831607408
"7196",598.850570478738
"7197",543.621733014813
"7198",1365.61589121662
"7199",370.562513056489
"7200",489.777171283954
"7201",311.212185074507
"7202",320.354197211461
"7203",498.478005211857
"7204",688.196586817808
"7205",811.694283842007
"7206",268.309074110842
"7207",1514.44939648803
"7208",224.705739358933
"7209",326.338878320181
"7210",317.794715002024
"7211",362.339141484314
"7212",246.331222539871
"7213",197.59035587126
"7214",666.685579328354
"7215",268.939149710701
"7216",434.997884761292
"7217",609.185838745484
"7218",634.011594935788
"7219",361.619861138056
"7220",404.734573527607
"7221",586.821413160304
"7222",809.269661436291
"7223",734.259388825771
"7224",488.559541655885
"7225",248.417762731695
"7226",324.331004010289
"7227",357.446607622944
"7228",325.012918217269
"7229",385.944835565475
"7230",401.67402600435
"7231",418.423651408741
"7232",246.530192016964
"7233",308.575492790027
"7234",355.383098553375
"7235",328.91066672231
"7236",228.308077144361
"7237",238.956632709996
"7238",587.826273180167
"7239",297.662540690815
"7240",398.299874223006
"7241",331.748438329671
"7242",231.401323316509
"7243",607.151208078181
"7244",417.212710932867
"7245",311.494980319508
"7246",285.973841600176
"7247",523.607175761351
"7248",379.003032590708
"7249",413.0985673203
"7250",264.494960689826
"7251",325.052468510204
"7252",324.79365203875
"7253",422.789757786443
"7254",346.782367867629
"7255",487.334760719778
"7256",420.863956482898
"7257",349.899186825304
"7258",414.242454627672
"7259",426.232990317247
"7260",1079.89986325947
"7261",241.115216728225
"7262",596.572273783108
"7263",412.106624814302
"7264",716.088143805448
"7265",426.335728921955
"7266",590.812242502291
"7267",342.328768598854
"7268",417.59798181449
"7269",284.558299392178
"7270",523.938624430048
"7271",330.729342010295
"7272",264.092468678434
"7273",260.712639004369
"7274",545.648379205052
"7275",244.299779994335
"7276",590.888814471764
"7277",585.57611211031
"7278",365.874814975568
"7279",455.767135964259
"7280",268.364339536159
"7281",266.698690410022
"7282",363.763826015304
"7283",357.001205935162
"7284",342.411204429442
"7285",303.653347978634
"7286",378.774898243053
"7287",955.041201131953
"7288",579.664032414272
"7289",1273.69957025529
"7290",403.415961638446
"7291",350.919284437423
"7292",524.251300259824
"7293",338.306615575501
"7294",382.349680272195
"7295",310.46498294909
"7296",552.648440493647
"7297",344.268611720837
"7298",326.941448763416
"7299",243.070887612453
"7300",249.304879748666
"7301",333.802254346728
"7302",311.640795260253
"7303",380.654962317182
"7304",457.036016118676
"7305",383.477208999685
"7306",421.019408002537
"7307",240.985074545345
"7308",419.967063521524
"7309",489.604458591285
"7310",370.682822122783
"7311",630.795016113804
"7312",364.415009003361
"7313",591.3406473349
"7314",695.263994196024
"7315",223.641840218734
"7316",364.734876418502
"7317",331.701857927626
"7318",413.654288178794
"7319",551.571220302866
"7320",678.021251994133
"7321",305.129493815259
"7322",402.756196982867
"7323",628.938417029785
"7324",370.947609300081
"7325",387.476849708943
"7326",427.938923022505
"7327",393.116633429776
"7328",250.682774176049
"7329",240.804439886046
"7330",353.395564483768
"7331",960.362891125568
"7332",373.317059477527
"7333",561.204849895048
"7334",1156.9123178665
"7335",463.191530592505
"7336",624.381150746087
"7337",385.817781191389
"7338",687.847635345482
"7339",271.468528532509
"7340",262.080361971983
"7341",604.050265241401
"7342",400.426724880566
"7343",206.869438438124
"7344",339.795870369487
"7345",286.668981603984
"7346",391.840953068795
"7347",268.677639481425
"7348",633.252641984492
"7349",425.538754528545
"7350",542.733231301847
"7351",901.171843206891
"7352",226.344502908226
"7353",675.451779193766
"7354",580.850210212408
"7355",737.27907746479
"7356",429.212120863024
"7357",361.109998386379
"7358",367.056974470278
"7359",218.16464780981
"7360",364.288769103638
"7361",514.088966588139
"7362",275.508110042022
"7363",441.225545071191
"7364",544.924836925431
"7365",368.031765285957
"7366",333.026483739329
"7367",582.5384271281
"7368",294.172455591367
"7369",413.340109587914
"7370",459.546323300543
"7371",813.490509276802
"7372",250.909699896638
"7373",611.300778834411
"7374",285.364212097509
"7375",283.098049516008
"7376",1116.5281610466
"7377",740.998830864886
"7378",283.250816258676
"7379",790.214199678558
"7380",298.635421032884
"7381",584.049348597131
"7382",283.869791880259
"7383",198.541062608918
"7384",454.892117351453
"7385",328.814036498041
"7386",276.032429097517
"7387",239.491140710427
"7388",251.412343755153
"7389",327.980945463789
"7390",485.563944971217
"7391",836.841272591782
"7392",605.642419288952
"7393",555.465564600749
"7394",301.735385793583
"7395",701.323763122712
"7396",293.618163923273
"7397",496.228770275406
"7398",379.229685001529
"7399",438.796116445397
"7400",428.831737535776
"7401",389.263659772146
"7402",224.88730540267
"7403",289.781232871341
"7404",357.931284464271
"7405",293.28071143596
"7406",590.295240828917
"7407",528.304738818626
"7408",602.195799743591
"7409",254.053509275515
"7410",446.02721748547
"7411",370.801290770417
"7412",177.539302529953
"7413",225.281760483185
"7414",427.566141575678
"7415",218.458428602328
"7416",368.861661180233
"7417",264.258130453901
"7418",619.46588019904
"7419",545.277644214198
"7420",616.744672713406
"7421",452.204416960048
"7422",282.640776344211
"7423",339.478972868976
"7424",261.007538242608
"7425",863.172164585951
"7426",423.782008475158
"7427",294.011692701293
"7428",538.043762892773
"7429",540.248352225433
"7430",235.637798187435
"7431",484.355523211233
"7432",172.619618530715
"7433",540.945262010053
"7434",603.623090523384
"7435",402.324254507725
"7436",329.549274344765
"7437",354.656811297091
"7438",414.104529487484
"7439",260.374642934638
"7440",602.679042049399
"7441",258.047828075566
"7442",456.800862880927
"7443",459.200370848511
"7444",586.259936025031
"7445",663.121086646448
"7446",874.144890505607
"7447",355.633209962684
"7448",367.910411554252
"7449",618.706946548936
"7450",309.397988441681
"7451",367.926651253266
"7452",365.392099441214
"7453",816.586193295357
"7454",359.654406664922
"7455",341.097947719297
"7456",287.221984654731
"7457",252.490941857835
"7458",743.523835583588
"7459",357.799115961208
"7460",648.960373522187
"7461",495.104377984358
"7462",601.268258248076
"7463",201.010388880915
"7464",542.623713684357
"7465",601.563461613808
"7466",268.047134149293
"7467",639.548314988762
"7468",229.390068328684
"7469",230.052797378973
"7470",399.722200184931
"7471",309.520990291452
"7472",626.517915277581
"7473",591.260365470291
"7474",546.70847403916
"7475",290.995997537601
"7476",544.240274225901
